District,Date,label,rain_1d,rain_3d,rain_7d,rain_lag_1d,mean_elevation,mean_slope,distance_to_major_river
bagalkot,2020-03-25,1,1.3216101701060932,1.3216101701060932,2.283377001993358,0.0,,,
bagalkot,2020-03-26,1,0.7083998161057631,2.0300099862118564,2.0300099862118564,1.3216101701060932,,,
bagalkot,2020-03-27,1,0.0,2.0300099862118564,2.0300099862118564,0.7083998161057631,,,
bagalkot,2020-03-28,1,0.0,0.7083998161057631,2.0300099862118564,0.0,,,
bagalkot,2020-03-29,1,0.0,0.0,2.0300099862118564,0.0,,,
bagalkot,2020-03-30,1,0.0,0.0,2.0300099862118564,0.0,,,
bagalkot,2020-03-31,1,0.0,0.0,2.0300099862118564,0.0,,,
bagalkot,2020-04-01,1,0.0,0.0,0.7083998161057633,0.0,,,
bagalkot,2020-04-02,1,0.0,0.0,0.0,0.0,,,
bagalkot,2020-04-03,1,0.0,0.0,0.0,0.0,,,
bagalkot,2020-04-04,1,0.22431543345252672,0.22431543345252672,0.22431543345252694,0.0,,,
bagalkot,2020-04-05,1,0.20602710358798504,0.43034253704051173,0.43034253704051195,0.22431543345252672,,,
bagalkot,2020-04-06,1,2.97106506023556,3.4014075972760716,3.401407597276072,0.20602710358798504,,,
bagalkot,2020-04-07,1,0.0,3.177092163823545,3.401407597276072,2.97106506023556,,,
bagalkot,2020-04-08,1,4.4991922577222185,7.4702573179577785,7.9005998549982905,0.0,,,
bagalkot,2020-04-09,1,0.0,4.4991922577222185,7.9005998549982905,4.4991922577222185,,,
bagalkot,2020-04-10,1,0.0,4.4991922577222185,7.9005998549982905,0.0,,,
bagalkot,2020-04-11,1,0.128355972468853,0.128355972468853,7.8046403940146165,0.0,,,
bagalkot,2020-04-12,1,0.0,0.128355972468853,7.5986132904266315,0.128355972468853,,,
bagalkot,2020-04-13,1,0.08142812736332417,0.20978409983217716,4.708976357554397,0.0,,,
bagalkot,2020-04-14,1,0.0,0.08142812736332417,4.708976357554397,0.08142812736332417,,,
bagalkot,2020-04-15,1,0.0,0.08142812736332417,0.20978409983217716,0.0,,,
bagalkot,2020-04-16,1,0.0,0.0,0.20978409983217716,0.0,,,
bagalkot,2020-04-17,1,1.770554864158233,1.770554864158233,1.98033896399041,0.0,,,
bagalkot,2020-04-18,1,3.4211899706472955,5.191744834805529,5.273172962168853,1.770554864158233,,,
bagalkot,2020-04-19,1,6.678426340222359,11.870171175027888,11.951599302391212,3.4211899706472955,,,
bagalkot,2020-04-20,1,0.5840896094838778,10.683705920353532,12.454260784511765,6.678426340222359,,,
bagalkot,2020-04-21,1,1.190545388807853,8.45306133851409,13.644806173319619,0.5840896094838778,,,
bagalkot,2020-04-22,1,2.4534740429371595,4.22810904122889,16.09828021625678,1.190545388807853,,,
bagalkot,2020-04-23,1,0.0,3.6440194317450127,16.09828021625678,2.4534740429371595,,,
bagalkot,2020-04-24,1,0.0,2.4534740429371595,14.327725352098543,0.0,,,
bagalkot,2020-04-25,1,0.0,0.0,10.90653538145125,0.0,,,
bagalkot,2020-04-26,1,0.0,0.0,4.22810904122889,0.0,,,
bagalkot,2020-04-27,1,0.0,0.0,3.6440194317450127,0.0,,,
bagalkot,2020-04-28,1,0.0,0.0,2.4534740429371595,0.0,,,
bagalkot,2020-04-29,1,0.9851689332475265,0.9851689332475265,0.9851689332475265,0.0,,,
bagalkot,2020-04-30,1,0.3797412607818842,1.3649101940294108,1.3649101940294108,0.9851689332475265,,,
bagalkot,2020-05-01,1,2.522711875848472,3.887622069877883,3.887622069877883,0.3797412607818842,,,
bagalkot,2020-05-02,1,1.2121792708834012,4.114632407513757,5.099801340761284,2.522711875848472,,,
bagalkot,2020-05-03,1,3.524506278336048,7.259397425067921,8.624307619097333,1.2121792708834012,,,
bagalkot,2020-05-04,1,2.0167657202109694,6.7534512694304185,10.641073339308303,3.524506278336048,,,
bagalkot,2020-05-05,1,0.08587844918171565,5.6271504477287335,10.726951788490018,2.0167657202109694,,,
bagalkot,2020-05-06,1,0.0,2.102644169392685,9.74178285524249,0.08587844918171565,,,
bagalkot,2020-05-07,1,2.1666396285096803,2.252518077691396,11.528681222970286,0.0,,,
bagalkot,2020-05-08,1,0.7716119810938835,2.938251609603564,9.777581328215698,2.1666396285096803,,,
bagalkot,2020-05-09,1,0.07205912346641223,3.010310733069976,8.63746118079871,0.7716119810938835,,,
bagalkot,2020-05-10,1,5.991189383591215,6.834860488151511,11.104144286053877,0.07205912346641223,,,
bagalkot,2020-05-11,1,6.398695283879836,12.461943790937463,15.486073849722743,5.991189383591215,,,
bagalkot,2020-05-12,1,0.9050907902419567,13.294975457713008,16.305286190782986,6.398695283879836,,,
bagalkot,2020-05-13,1,0.4263688139617443,7.730154888083536,16.73165500474473,0.9050907902419567,,,
bagalkot,2020-05-14,1,2.954294645537933,4.2857542497416325,17.51931002177298,0.4263688139617443,,,
bagalkot,2020-05-15,1,9.016320654501518,12.396984114001194,25.764018695180617,2.954294645537933,,,
bagalkot,2020-05-16,1,6.345621258020401,18.31623655805985,32.03758082973461,9.016320654501518,,,
bagalkot,2020-05-17,1,0.004866097743312518,15.36680801026523,26.051257543886702,6.345621258020401,,,
bagalkot,2020-05-18,1,7.837349394957225,14.187836750720937,27.489911654964093,0.004866097743312518,,,
bagalkot,2020-05-19,1,0.0,7.842215492700536,26.584820864722133,7.837349394957225,,,
bagalkot,2020-05-20,1,2.696382681528727,10.53373207648595,28.854834732289117,0.0,,,
bagalkot,2020-05-21,1,0.012279726564884186,2.7086624080936095,25.91281981331607,2.696382681528727,,,
bagalkot,2020-05-22,1,0.0077643003314733505,2.716426708425083,16.904263459146023,0.012279726564884186,,,
bagalkot,2020-05-23,1,0.0721105399231116,0.09215456681946736,10.630752741048735,0.0077643003314733505,,,
bagalkot,2020-05-24,1,0.0,0.07987484025458318,10.625886643305423,0.0721105399231116,,,
bagalkot,2020-05-25,1,0.0,0.07211053992310983,2.788537248348196,0.0,,,
bagalkot,2020-05-26,1,5.22533472503225,5.225334725032249,8.013871973380446,0.0,,,
bagalkot,2020-05-27,1,0.08369158953428268,5.309026314566531,5.4011808813860025,5.22533472503225,,,
bagalkot,2020-05-28,1,0.0,5.309026314566531,5.388901154821118,0.08369158953428268,,,
bagalkot,2020-05-29,1,0.0,0.08369158953428091,5.381136854489645,0.0,,,
bagalkot,2020-05-30,1,0.0,0.0,5.309026314566533,0.0,,,
bagalkot,2020-05-31,1,1.3886857889592648,1.388685788959263,6.697712103525798,0.0,,,
bagalkot,2020-06-01,1,10.731920174012581,12.120605962971844,17.429632277538378,1.3886857889592648,,,
bagalkot,2020-06-02,1,11.460517269869646,23.58112323284149,23.664814822375774,10.731920174012581,,,
bagalkot,2020-06-03,1,1.124847685918212,23.31728512980044,24.705970918759704,11.460517269869646,,,
bagalkot,2020-06-04,1,1.8010340798646212,14.386399035652477,26.507004998624325,1.124847685918212,,,
bagalkot,2020-06-05,1,1.2884591997911532,4.214340965573984,27.795464198415477,1.8010340798646212,,,
bagalkot,2020-06-06,1,0.6751987375319004,3.7646920171876728,28.470662935947377,1.2884591997911532,,,
bagalkot,2020-06-07,1,0.9916627056275805,2.9553206429506322,28.073639852615695,0.6751987375319004,,,
bagalkot,2020-06-08,1,0.040484062085549034,1.7073455052450281,17.382203740688663,0.9916627056275805,,,
bagalkot,2020-06-09,1,0.0,1.0321467677131277,5.921686470819018,0.040484062085549034,,,
bagalkot,2020-06-10,1,0.056931919107834496,0.09741598119338175,4.853770704008641,0.0,,,
bagalkot,2020-06-11,1,12.164465056111416,12.221396975219248,15.217201680255435,0.056931919107834496,,,
bagalkot,2020-06-12,1,10.71368308737874,22.93508006259799,24.64242556784302,12.164465056111416,,,
bagalkot,2020-06-13,1,0.2650909212728341,23.143239064762987,24.232317751583956,10.71368308737874,,,
bagalkot,2020-06-14,1,1.735719049970309,12.714493058621882,24.976374095926687,0.2650909212728341,,,
bagalkot,2020-06-15,1,0.40928128858407337,2.410091259827215,25.34517132242521,1.735719049970309,,,
bagalkot,2020-06-16,1,0.9545084275305271,3.0995087660849077,26.299679749955736,0.40928128858407337,,,
bagalkot,2020-06-17,1,9.34354986747106,10.707339583585659,35.586297698318965,0.9545084275305271,,,
bagalkot,2020-06-18,1,3.5442530686656633,13.842311363667248,26.96608571087321,9.34354986747106,,,
bagalkot,2020-06-19,1,0.2846549830089013,13.172457919145623,16.53705760650337,3.5442530686656633,,,
bagalkot,2020-06-20,1,1.7287017417450745,5.557609793419637,18.00066842697561,0.2846549830089013,,,
bagalkot,2020-06-21,1,0.4605923794830839,2.473949104237058,16.725541756488386,1.7287017417450745,,,
bagalkot,2020-06-22,1,0.35532919069131214,2.544623311919469,16.671589658595625,0.4605923794830839,,,
bagalkot,2020-06-23,1,2.5625279434025288,3.378449513576923,18.279609174467627,0.35532919069131214,,,
bagalkot,2020-06-24,1,0.8134059943258762,3.7312631284197155,9.749465301322441,2.5625279434025288,,,
bagalkot,2020-06-25,1,1.1905673425644636,4.566501280292867,7.395779575221242,0.8134059943258762,,,
bagalkot,2020-06-26,1,35.73936406771342,37.74333740460376,42.85048865992576,1.1905673425644636,,,
bagalkot,2020-06-27,1,2.6208178400993347,39.550749250377216,43.74260475828002,35.73936406771342,,,
bagalkot,2020-06-28,1,2.620754067475597,40.98093597528835,45.90276644627253,2.6208178400993347,,,
bagalkot,2020-06-29,1,2.909012588982781,8.150584496557713,48.456449844564,2.620754067475597,,,
bagalkot,2020-06-30,1,4.9832667162021,10.513033372660477,50.87718861736357,2.909012588982781,,,
bagalkot,2020-07-01,1,1.6010238463059068,9.493303151490789,51.6648064693436,4.9832667162021,,,
bagalkot,2020-07-02,1,1.2665871052692335,7.85087766777724,51.74082623204837,1.6010238463059068,,,
bagalkot,2020-07-03,1,2.1746359219153724,5.042246873490512,18.176098086250324,1.2665871052692335,,,
bagalkot,2020-07-04,1,0.26367036687831086,3.7048933940629163,15.818950613029301,2.1746359219153724,,,
bagalkot,2020-07-05,1,2.10674867592752,4.545054964721203,15.304945221481224,0.26367036687831086,,,
bagalkot,2020-07-06,1,0.23360550093154112,2.604024543737371,12.629538133429984,2.10674867592752,,,
bagalkot,2020-07-07,1,0.007746684054533641,2.3481008609135943,7.654018101282418,0.23360550093154112,,,
bagalkot,2020-07-08,1,5.8752097977946205,6.116561982780695,11.928204052771132,0.007746684054533641,,,
bagalkot,2020-07-09,1,11.435485914349556,17.31844239619871,22.097102861851454,5.8752097977946205,,,
bagalkot,2020-07-10,1,6.781452909111977,24.09214862125615,26.703919849048056,11.435485914349556,,,
bagalkot,2020-07-11,1,1.8713504876941442,20.088289311155677,28.31159996986389,6.781452909111977,,,
bagalkot,2020-07-12,1,1.0579800910005968,9.710783487806717,27.26283138493697,1.8713504876941442,,,
bagalkot,2020-07-13,1,0.4311825924863418,3.3605131711810827,27.46040847649177,1.0579800910005968,,,
bagalkot,2020-07-14,1,2.8089512661099434,4.298113949596882,30.261613058547184,0.4311825924863418,,,
bagalkot,2020-07-15,1,5.357880084464948,8.598013943061233,29.744283345217507,2.8089512661099434,,,
bagalkot,2020-07-16,1,18.873207718133926,27.040039068708815,37.18200514900188,5.357880084464948,,,
bagalkot,2020-07-17,1,9.07260955373446,33.30369735633333,39.473161793624364,18.873207718133926,,,
bagalkot,2020-07-18,1,2.8928882678349814,30.83870553970337,40.494699573765196,9.07260955373446,,,
bagalkot,2020-07-19,1,8.905762625237307,20.87126044680675,48.34248210800191,2.8928882678349814,,,
bagalkot,2020-07-20,1,9.752430359522501,21.55108125259479,57.66372987503807,8.905762625237307,,,
bagalkot,2020-07-21,1,9.004633196940025,27.662826181699835,63.85941180586815,9.752430359522501,,,
bagalkot,2020-07-22,1,0.8840285073965788,19.641092063859105,59.38556022879978,9.004633196940025,,,
bagalkot,2020-07-23,1,3.21006189721326,13.098723601549864,43.722414407879114,0.8840285073965788,,,
bagalkot,2020-07-24,1,4.2454655064890785,8.339555911098918,38.89527036063373,3.21006189721326,,,
bagalkot,2020-07-25,1,18.246460909644764,25.7019883133471,54.24884300244352,4.2454655064890785,,,
bagalkot,2020-07-26,1,1.84664967811356,24.338576094247404,47.18973005531977,18.246460909644764,,,
bagalkot,2020-07-27,1,0.12054819862047832,20.2136587863788,37.55784789441774,1.84664967811356,,,
bagalkot,2020-07-28,1,0.14865993335843086,2.1158578100924728,28.70187463083615,0.12054819862047832,,,
bagalkot,2020-07-29,1,10.49781567727526,10.767023809254173,38.315661800714835,0.14865993335843086,,,
bagalkot,2020-07-30,1,10.210892051458359,20.857367662092052,45.31649195495993,10.49781567727526,,,
bagalkot,2020-07-31,1,2.26448417827487,22.97319190700849,43.33551062674572,10.210892051458359,,,
bagalkot,2020-08-01,1,1.1986339657257001,13.674010195458932,26.28768368282666,2.26448417827487,,,
bagalkot,2020-08-02,1,1.5152477206041415,4.978365864604715,25.95628172531724,1.1986339657257001,,,
bagalkot,2020-08-03,1,5.74717037876447,8.461052065094314,31.582903905461233,1.5152477206041415,,,
bagalkot,2020-08-04,1,1.8936701503892739,9.15608824975789,33.327914122492075,5.74717037876447,,,
bagalkot,2020-08-05,1,8.044063645104567,15.684904174258314,30.87416209032138,1.8936701503892739,,,
bagalkot,2020-08-06,1,10.201902647813162,20.13963644330701,30.865172686676182,8.044063645104567,,,
bagalkot,2020-08-07,1,1.3737820535898209,19.619748346507553,29.974470561991133,10.201902647813162,,,
bagalkot,2020-08-08,1,0.49301444583882886,12.068699147241817,29.268851042104263,1.3737820535898209,,,
bagalkot,2020-08-09,1,0.044887195651729904,1.911683695080385,27.79849051715185,0.49301444583882886,,,
bagalkot,2020-08-10,1,3.7306405852238336,4.2685422267143975,25.781960723611217,0.044887195651729904,,,
bagalkot,2020-08-11,1,3.121704255541166,6.897232036416735,27.009994828763105,3.7306405852238336,,,
bagalkot,2020-08-12,1,0.38313446380198,7.235479304566985,19.34906564746052,3.121704255541166,,,
bagalkot,2020-08-13,1,0.3106655466059844,3.815504265949136,9.457828546253344,0.38313446380198,,,
bagalkot,2020-08-14,1,2.2288076685120664,2.9226076789200364,10.312854161175588,0.3106655466059844,,,
bagalkot,2020-08-15,1,0.8465637980649868,3.386037013183043,10.666403513401747,2.2288076685120664,,,
bagalkot,2020-08-16,1,21.38990827401479,24.46527974059185,32.01142459176481,0.8465637980649868,,,
bagalkot,2020-08-17,1,12.697118401527405,34.93359047360719,40.977902408068374,21.38990827401479,,,
bagalkot,2020-08-18,1,0.6343621195604404,34.72138879510264,38.49056027208765,12.697118401527405,,,
bagalkot,2020-08-19,1,1.2206326983869076,14.55211321947476,39.328058506672576,0.6343621195604404,,,
bagalkot,2020-08-20,1,0.2497491892427206,2.104744007190076,39.267142149309315,1.2206326983869076,,,
bagalkot,2020-08-21,1,13.629433626929918,15.099815514559554,50.66776810772717,0.2497491892427206,,,
bagalkot,2020-08-22,1,0.6178441563000282,14.497026972472675,50.43904846596221,13.629433626929918,,,
bagalkot,2020-08-23,1,0.3564219282319148,14.603699711461868,29.405562120179336,0.6178441563000282,,,
bagalkot,2020-08-24,1,1.1645550473282735,2.1388211318602237,17.872998765980203,0.3564219282319148,,,
bagalkot,2020-08-25,1,1.9994368180632591,3.5204137936234545,19.238073464483023,1.1645550473282735,,,
bagalkot,2020-08-26,1,0.7444551059355339,3.908446971327074,18.76189587203165,1.9994368180632591,,,
bagalkot,2020-08-27,1,0.04734270026286443,2.7912346242616644,18.559489383051794,0.7444551059355339,,,
bagalkot,2020-08-28,1,0.12224701792001724,0.9140448241184227,5.052302774041891,0.04734270026286443,,,
bagalkot,2020-08-29,1,0.0,0.1695897181828888,4.434458617741863,0.12224701792001724,,,
bagalkot,2020-08-30,1,0.5589466107388338,0.6811936286588581,4.636983300248782,0.0,,,
bagalkot,2020-08-31,1,1.2111103696127732,1.770056980351614,4.683538622533282,0.5589466107388338,,,
bagalkot,2020-09-01,1,0.042587133745352425,1.8126441140969667,2.726688938215375,1.2111103696127732,,,
bagalkot,2020-09-02,1,2.232842778787017,3.4865402821451497,4.215076611066857,0.042587133745352425,,,
bagalkot,2020-09-03,1,17.342126895984013,19.61755680851639,21.509860806788005,2.232842778787017,,,
bagalkot,2020-09-04,1,0.5275692244370779,20.102538899208113,21.915183013305064,17.342126895984013,,,
bagalkot,2020-09-05,1,1.2605855545649927,19.13028167498609,23.17576856787006,0.5275692244370779,,,
bagalkot,2020-09-06,1,0.21564038718740144,2.003795166189479,22.83246234431863,1.2605855545649927,,,
bagalkot,2020-09-07,1,13.193651244044304,14.669877185796704,34.81500321875016,0.21564038718740144,,,
bagalkot,2020-09-08,1,5.9743943102657795,19.38368594149749,40.746810395270586,13.193651244044304,,,
bagalkot,2020-09-09,1,3.3167660360534987,22.484811590363588,41.83073365253706,5.9743943102657795,,,
bagalkot,2020-09-10,1,16.024965817729633,25.316126164048917,40.51357257428269,3.3167660360534987,,,
bagalkot,2020-09-11,1,2.8098673100272813,22.15159916381042,42.79587065987289,16.024965817729633,,,
bagalkot,2020-09-12,1,2.464178097744783,21.299011225501705,43.999463203052684,2.8098673100272813,,,
bagalkot,2020-09-13,1,12.777101794878641,18.05114720265071,56.560924610743925,2.464178097744783,,,
bagalkot,2020-09-14,1,3.0787604885796704,18.320040381203103,46.44603385527929,12.777101794878641,,,
bagalkot,2020-09-15,1,4.459136554971337,20.314998838429656,44.93077609998485,3.0787604885796704,,,
bagalkot,2020-09-16,1,3.235881155356765,10.77377819890778,44.84989121928811,4.459136554971337,,,
bagalkot,2020-09-17,1,11.232488057265678,18.927505767593786,40.05741345882416,3.235881155356765,,,
bagalkot,2020-09-18,1,9.39232965434591,23.86069886696836,46.639875803142786,11.232488057265678,,,
bagalkot,2020-09-19,1,1.5047154606630404,22.129533172274634,45.680413166061044,9.39232965434591,,,
bagalkot,2020-09-20,1,7.297648332392176,18.194693447401132,40.200959703574576,1.5047154606630404,,,
bagalkot,2020-09-21,1,10.008475132286549,18.81083892534177,47.13067434728145,7.297648332392176,,,
bagalkot,2020-09-22,1,9.127985491106907,26.43410895578564,51.79952328341703,10.008475132286549,,,
bagalkot,2020-09-23,1,1.778055635901789,20.91451625929525,50.34169776396205,9.127985491106907,,,
bagalkot,2020-09-24,1,0.04607882909476757,10.95211995610347,39.155288535791136,1.778055635901789,,,
bagalkot,2020-09-25,1,0.9636770222956935,2.7878114872922573,30.72663590374092,0.04607882909476757,,,
bagalkot,2020-09-26,1,42.1715008020401,43.181256653430566,71.39342124511798,0.9636770222956935,,,
bagalkot,2020-09-27,1,16.614914377530415,59.75009220186621,80.71068729025622,42.1715008020401,,,
bagalkot,2020-09-28,1,11.87242446343104,70.65883964300156,82.57463662140071,16.614914377530415,,,
bagalkot,2020-09-29,1,0.0,28.487338840961463,73.4466511302938,11.87242446343104,,,
bagalkot,2020-09-30,1,2.7598373306294284,14.632261794060476,74.42843282502143,0.0,,,
bagalkot,2020-10-01,1,10.31995890599986,13.079796236629296,84.70231290192653,2.7598373306294284,,,
bagalkot,2020-10-02,1,0.0739604194338123,13.153756656063107,83.81259629906465,10.31995890599986,,,
bagalkot,2020-10-03,1,1.7206744998693466,12.114593825303025,43.3617699968939,0.0739604194338123,,,
bagalkot,2020-10-04,1,2.45248239984115,4.247117319144316,29.19933801920463,1.7206744998693466,,,
bagalkot,2020-10-05,1,3.5291823291530213,7.702339228863524,20.856095884926614,2.45248239984115,,,
bagalkot,2020-10-06,1,0.7759086905668179,6.7575734195609956,21.63200457549343,3.5291823291530213,,,
bagalkot,2020-10-07,1,0.0,4.305091019719846,18.872167244864002,0.7759086905668179,,,
bagalkot,2020-10-08,1,0.0,0.775908690566825,8.55220833886414,0.0,,,
bagalkot,2020-10-09,1,0.0,0.0,8.478247919430329,0.0,,,
bagalkot,2020-10-10,1,9.029667225976786,9.029667225976793,15.787240645537768,0.0,,,
bagalkot,2020-10-11,1,34.502583960692085,43.53225118666888,47.837342206388705,9.029667225976786,,,
bagalkot,2020-10-12,1,32.75116674105326,76.28341792772214,77.05932661828894,34.502583960692085,,,
bagalkot,2020-10-13,1,18.214967946211498,85.46871864795686,94.49838587393361,32.75116674105326,,,
bagalkot,2020-10-14,1,14.09217737118403,65.05831205844879,108.59056324511765,18.214967946211498,,,
bagalkot,2020-10-15,1,21.664735317230225,53.97188063462576,130.2552985623479,14.09217737118403,,,
bagalkot,2020-10-16,1,1.2942543247093756,37.05116701312364,131.54955288705725,21.664735317230225,,,
bagalkot,2020-10-17,1,0.3656334454814593,23.324623087421067,122.88551910656193,1.2942543247093756,,,
bagalkot,2020-10-18,1,1.0362024195492268,2.696090189740069,89.41913756541908,0.3656334454814593,,,
bagalkot,2020-10-19,1,1.3038263681034248,2.705662233134118,57.97179719246923,1.0362024195492268,,,
bagalkot,2020-10-20,1,1.575119376803438,3.915148164456097,41.33194862306118,1.3038263681034248,,,
bagalkot,2020-10-21,1,18.59051851431529,21.469464259222157,45.83028976619243,1.575119376803438,,,
bagalkot,2020-10-22,1,5.362259581685066,25.5278974728038,29.52781403064727,18.59051851431529,,,
bagalkot,2020-10-23,1,0.033712451346218586,23.986490547346584,28.267272157284115,5.362259581685066,,,
bagalkot,2020-10-24,1,0.010485877903799215,5.406457910935095,27.912124589706455,0.033712451346218586,,,
bagalkot,2020-10-25,1,0.18217932929595312,0.22637765854598157,27.05810149945318,0.010485877903799215,,,
bagalkot,2020-10-26,1,0.10759722162038088,0.30026242882014387,25.861872352970135,0.18217932929595312,,,
bagalkot,2020-10-27,1,0.3785967295989394,0.668373280515284,24.66534970576564,0.10759722162038088,,,
